Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
D9U9LV8F,conferencePaper,2023,"Skianis, Konstantinos; Giannopoulos, Anastasios; Kalafatelis, Alexandros; Trakadas, Panagiotis",Digital Twin for Automated Industrial Optimization: Intelligent Machine Selection via Process Modelling,"2023 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)",,,10.1109/IAICT59002.2023.10205949,,,2023,3/12/2025 0:43,3/12/2025 0:43,,84-90,,,,,,,,,,,,,,,,,,,,,,,,Business Process Management; Digital Twin; Industry 4.0; Machine Learning; Companies; Analytical models; Neural networks; Costs; Deep learning; Predictive models; Digitalization; Printing
6UDFBNPH,conferencePaper,2023,"Southier, Luiz Fernando Puttow; de Freitas, Sheila Cristiana; Pizzini, Adriano; Santos, Eduardo Alves Portela; Scalabrin, Edson Emilio",Systematic Mapping Review on Log Preparation for Process Mining,2023 26th International Conference on Computer Supported Cooperative Work in Design (CSCWD),,,10.1109/CSCWD57460.2023.10152649,,,2023,3/12/2025 0:43,3/12/2025 0:43,,1619-1624,,,,,,,,,,,,,,,,,,,,,,,,Business Process Management; Process Mining; Systematics; Organizations; Databases; Maintenance engineering; Cleaning; Federated learning; Log Preparation; Log Preprocessing; Privacy
CHM9SZEV,conferencePaper,2022,"Cai, Xiao-bo; Chen, Li-jiao; Shen, Xiao-jing; Wu, Qi; Wu, Wen-dou; Wang, Bai-juan",Business Process Modeling and Structure Optimization of Resource Coupling in Edge Computing,"2022 IEEE International Conferences on Internet of Things (iThings) and IEEE Green Computing & Communications (GreenCom) and IEEE Cyber, Physical & Social Computing (CPSCom) and IEEE Smart Data (SmartData) and IEEE Congress on Cybermatics (Cybermatics)",,,10.1109/iThings-GreenCom-CPSCom-SmartData-Cybermatics55523.2022.00109,,,2022,3/12/2025 0:43,3/12/2025 0:43,,560-565,,,,,,,,,,,,,,,,,,,,,,,,Business process management; Couplings; Servers; Approximation algorithms; Edge computing; Energy consumption; Particle swarm optimization; Resource allocation; Resource coupling; Sequential analysis; Social computing
QUSXNN97,conferencePaper,2022,"Viontita, Serra Charisma; ER, Mahendrawathi; Nurkasanah, Ika; Sonhaji, Agus Imam",Determining Business Process Improvement Priorities at Surabaya City Office for Population Administration & Civil Registration,2022 International Conference on Advanced Computer Science and Information Systems (ICACSIS),,,10.1109/ICACSIS56558.2022.9923460,,,2022,3/12/2025 0:43,3/12/2025 0:43,,211-218,,,,,,,,,,,,,,,,,,,,,,,,Business Process Management; Measurement; Codes; Time measurement; Local government; Performance Measurement Indicators; Process Performance Measure; Process Portfolio; Process Selection; Sociology; Statistics; Urban areas
7AGJM4HH,conferencePaper,2024,"Ajmal, Farhath; Wijekoon, Poorna; Dhanamina, Haritha; Ravishan, Yasiru; Nawinna, Dasuni; Attanayaka, Buddhima",Automated BPMN Diagram Generation,2024 6th International Conference on Advancements in Computing (ICAC),,,10.1109/ICAC64487.2024.10851120,,,2024,3/12/2025 0:43,3/12/2025 0:43,,12-Jul,,,,,,,,,,,,,,,,,,,,,,,,BPMN; Business Process Management; Computational modeling; Process modeling; Organizations; Large language models; Training; Accuracy; User experience; Logic gates; GPT models; Robustness; Text extraction; Writing
PY7GZS3R,conferencePaper,2024,"Gavric, Aleksandar; Bork, Dominik; Proper, Henderik",Multimodal Process Mining,2024 26th International Conference on Business Informatics (CBI),,,10.1109/CBI62504.2024.00021,,,2024,3/12/2025 0:43,3/12/2025 0:43,,99-108,,,,,,,,,,,,,,,,,,,,,,,,Business; Process modeling; Monitoring; Industries; Reliability; Manuals; Real-time systems; Informatics; Sensors; Process mining; AI; AI-assisted process mining; construction of event logs; evidence-based business process management; multimodal data; world models
97TXNVP2,conferencePaper,2024,"Selçuk, Burcu; Dursun, Berat Ilgaz; Serif, Tacha",AI Assisted Customer Review Sentiment Analysis and Department Classification Tool,2024 9th International Conference on Computer Science and Engineering (UBMK),,,10.1109/UBMK63289.2024.10773394,,,2024,3/12/2025 0:43,3/12/2025 0:43,,365-370,,,,,,,,,,,,,,,,,,,,,,,,Business Process Management; Artificial Intelligence; Business; Companies; Computational modeling; Reviews; Accuracy; Electronic commerce; Customer satisfaction; Deep Learning; Computer science; Customer Relationship Management; Electronic Commerce; Logistics; Sentiment analysis
PA6QTE9I,conferencePaper,2023,"Aburomman, Ahmad; Almatarneh, Sattam; Penín, Manuel Lama; Bugarín-Diz, Alberto",Estimating Remaining Time of Business Processes based on Traces Structural Analysis,"2023 2nd International Engineering Conference on Electrical, Energy, and Artificial Intelligence (EICEEAI)",,,10.1109/EICEEAI60672.2023.10590078,,,2023,3/12/2025 0:43,3/12/2025 0:43,,8-Jan,,,,,,,,,,,,,,,,,,,,,,,,Business Process Management; Measurement; Accuracy; Business intelligence; Process mining; Estimation; Mathematical models; Linear regression; Remaining Time estimation; Vectors
UIP3DV6I,conferencePaper,2022,"Ebadati, Omid Mahdi; Mehrabioun, Mohammad; Hosesini, Shokoofeh","Human Resource Allocation to the Credit Requirement Process, A Process Mining Approach",2022 13th International Conference on Information and Knowledge Technology (IKT),,,10.1109/IKT57960.2022.10039030,,,2022,3/12/2025 0:43,3/12/2025 0:43,,7-Jan,,,,,,,,,,,,,,,,,,,,,,,,Business Process Management; Banking; Process Mining; Analytical models; Industries; Statistical analysis; Banking Industry; Credit Requirement; Metaheuristic Algorithm; Reliability theory; System dynamics; System improvement
S68WG4TP,conferencePaper,2022,"K. V., Satish Kumar; L. S., Praveen; Vadde, Anusha; G., Ranjith Pawar",Development of Intelligent Cradle for Infant Monitoring System,"2022 IEEE International Conference on Electronics, Computing and Communication Technologies (CONECCT)",,,10.1109/CONECCT55679.2022.9865840,,,2022,3/12/2025 0:43,3/12/2025 0:43,,6-Jan,,,,,,,,,,,,,,,,,,,,,,,,Apnea of Prematurity; Beats per minute (BPM); Electromyography (EMG); Humidity; Obstructive sleep Apnea; Pediatrics; Pulse Oximeter; Sleep apnea; Sudden Infant Death Syndrome (SIDS); Temperature measurement; Temperature sensors; Tracking; Vibrations
WLHIZSB8,conferencePaper,2022,"Arana, Maglioni; Arana, Maribel; Camborda, Maria",Business Process Model for University Management based on ISO 21000:2018 standard,2022 International Symposium on Accreditation of Engineering and Computing Education (ICACIT),,,10.1109/ICACIT56139.2022.10041266,,,2022,3/12/2025 0:43,3/12/2025 0:43,,4-Jan,,,,,,,,,,,,,,,,,,,,,,,,Productivity; Computational modeling; Education; Sociology; Statistics; Accreditation; BPM methodology; ISO 21000:2018 standard; ISO Standard; ISO Standards; University management
PWRWEHMZ,conferencePaper,2024,"Asma, Daassa; Mohsen, Machhout; Ghannouchi, Sonia Ayachi; Taoufik, Aguili",Access control based on roles and groups: Case study Building a secure Smart Hospital using BPMS,"2024 IEEE 7th International Conference on Advanced Technologies, Signal and Image Processing (ATSIP)",,,10.1109/ATSIP62566.2024.10638848,,,2024,3/12/2025 0:43,3/12/2025 0:43,,306-311,,,1,,,,,,,,,,,,,,,,,,,,,Process control; Access control; Hospitals; COVID-19; Information filters; access control; Buildings; Image processing; Process Management (BPM); Process Security; SecureBPMN; smart hospital
GFIDGXEZ,conferencePaper,2024,"Singhi, Nitika; Verma, Ankush; Agrawal, Atul; Khan, Irfan",Design Thinking and Innovative Tool Use in Business Model,2024 International Conference on Intelligent Systems for Cybersecurity (ISCS),,,10.1109/ISCS61804.2024.10581255,,,2024,3/12/2025 0:43,3/12/2025 0:43,,5-Jan,,,,,,,,,,,,,,,,,,,,,,,,BPM; Technological innovation; Real-time systems; Design methodology; Heuristic algorithms; Blue Work Live; Brain modeling; Brainstorming and RICPS; Design thinking; Iterative methods; Mind Mapping; Solution design
YBWXRT3V,conferencePaper,2023,"Kjäer, Martin",Analyzing the Use of Blockchains for Challenges in Inter-organizational Business Processes,2023 IEEE 20th International Conference on Software Architecture Companion (ICSA-C),,,10.1109/ICSA-C57050.2023.00039,,,2023,3/12/2025 0:43,3/12/2025 0:43,,137-140,,,,,,,,,,,,,,,,,,,,,,,,Companies; Computer architecture; Blockchains; Reliability; blockchain; challenges; collaborative processes; Data handling; EDI; enactment; inter-organizational BPM; Knowledge based systems; Software architecture; trusted third party
LFVIENNZ,conferencePaper,2024,"Leiva-Ramos, Evelyn; Mantilla-Cubas, Manuel; Cerdán, Carlos Maceda; Yildiz, Orkun; Alvarez, José C.",Redesign of Data-based Lean Management-Oriented Business Processes in the Textile Industry,2024 Congreso Internacional de Innovación y Tendencias en Ingeniería (CONIITI),,,10.1109/CONIITI64189.2024.10854864,,,2024,3/12/2025 0:43,3/12/2025 0:43,,5-Jan,,,,,,,,,,,,,,,,,,,,,,,,BPM; Business; Companies; Focusing; Delays; Interviews; Production; Sustainable development; Maintenance; Sustainable logistics; Textile industry; TPM
JFCH2TEW,conferencePaper,2024,"Sturekova, Jana; Kamencay, Patrik; Sykora, Peter",Enhancing Heart Rate Monitoring Using Remote Photoplethysmography Based on Neural Network,2024 International Symposium ELMAR,,,10.1109/ELMAR62909.2024.10694652,,,2024,3/12/2025 0:43,3/12/2025 0:43,,41-44,,,,,,,,,,,,,,,,,,,,,,,,Monitoring; Standards; Convolution; Estimation; Photoplethysmography; Skin; Blood; BPM estimation; Cameras; Color; Heart rate; Heart rate monitoring; NN; Non-contact vital signs estimation; Remote photoplethysmography
AWQELEUD,conferencePaper,2024,"Zhang, Shuaipeng; Kong, Lanju; Zheng, Yongqing; Liu, Cong; Cui, Lizhen",Privacy-Preserving Cross-Organization Process Mining Based on Blockchain and Cryptography,2024 IEEE International Conference on Web Services (ICWS),,,10.1109/ICWS62655.2024.00175,,,2024,3/12/2025 0:43,3/12/2025 0:43,,1384-1389,,,,,,,,,,,,,,,,,,,,,,,,Business process management; Collaboration; Organizations; Blockchains; Web services; Process mining; Privacy; blockchain; cross-organization; cryptography; privacy protection; process discovery; Protection
A3GII7WX,conferencePaper,2022,"Cheng, Hangyu; Kang, Guosheng; Liu, Jianxun; Wen, Yiping; Cao, Buqing; Wang, Zhen",BPMN++: Comprehensive Business Process Modeling for Industrial Internet Application,"2022 IEEE Intl Conf on Parallel & Distributed Processing with Applications, Big Data & Cloud Computing, Sustainable Computing & Communications, Social Computing & Networking (ISPA/BDCloud/SocialCom/SustainCom)",,,10.1109/ISPA-BDCloud-SocialCom-SustainCom57177.2022.00076,,,2022,3/12/2025 0:43,3/12/2025 0:43,,548-555,,,,,,,,,,,,,,,,,,,,,,,,BPMN Extension; Process modeling; Task analysis; Industries; Optimization; Internet; Annotations; BPMN++; Business Process Modeling; Industrial Internet; Personnel
4XPYDHW3,conferencePaper,2023,"Naved, Mohd; Jain, Mini; Reddy, V Venkat; Singla, Atul; Shakir, Aboothar Mahmood; Rajalakshmi, B",Blockchain Technology for Enhanced Business Management,"2023 10th IEEE Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering (UPCON)",,,10.1109/UPCON59197.2023.10434531,,,2023,3/12/2025 0:43,3/12/2025 0:43,,1704-1708,,,10,,,,,,,,,,,,,,,,,,,,,Business process management; Business; Scalability; Blockchains; Technological innovation; Transforms; Statistical analysis; Blockchain Technology; Business Management; Digital Contract Operations; Fourth Industrialization; Inter-Organizational Business Processes
JZZL7GK5,conferencePaper,2024,"Kopp, Andrii; Orlovskyi, Dmytro; Orekhov, Sergey",Business Process Control-Flow Complexity Prediction Using Machine Learning-based Tool,2024 IEEE 5th KhPI Week on Advanced Technology (KhPIWeek),,,10.1109/KhPIWeek61434.2024.10878041,,,2024,3/12/2025 0:43,3/12/2025 0:43,,6-Jan,,,,,,,,,,,,,,,,,,,,,,,,machine learning; Business; Process control; Measurement; Process modeling; Standards organizations; Organizations; Predictive models; Complexity theory; Software tools; business process model; control flow complexity; Prevention and mitigation; process model quality
MZCVBRAF,journalArticle,2022,"Wu, Edmond Q.; Cao, Zhengtao; Xiong, Pengwen; Song, Aiguo; Zhu, Li-Min; Yu, Mengsun",Brain-Computer Interface Using Brain Power Map and Cognition Detection Network During Flight,IEEE/ASME Transactions on Mechatronics,,,10.1109/TMECH.2022.3148141,,,2022,3/12/2025 0:43,3/12/2025 0:54,,3942-3952,,5,27,,,,,,,,,,,,,,,,,,,,,Feature extraction; Deep learning; Brain modeling; Electroencephalography; Bayes methods; Bayesian variational inference; Bpmnet; brain power map (BPM); Electronic mail; Fatigue; fatigue detection
YETEWHCP,journalArticle,2022,"Jha, Pankaj Kumar; Rajendran, Murali Krishna; Lenka, Prakash Kumar; Acharyya, Amit; Dutta, Ashudeb","A Fully Analog Autonomous QRS Complex Detection and Low-Complexity Asystole, Extreme Bradycardia, and Tachycardia Classification System",IEEE Transactions on Instrumentation and Measurement,,,10.1109/TIM.2022.3216392,,,2022,3/12/2025 0:43,3/12/2025 0:43,,13-Jan,,,71,,,,,,,,,,,,,,,,,,,,,"Monitoring; Feature extraction; Complexity theory; Detectors; beats per minute (bpm); <span style=""small-caps"">on/off</span> keying (OOK); Analog signal processor (ASP); asystole; bradycardia; classification; digital \hboxsignal processor (DSP); electrocardiogram (ECG); Electrocardiography; frequency-shift keying (FSK); instrumentation amplifier (IA); operational transconductance amplifier (OTA); tachycardia; Threshold voltage; Topology"
YBCQTWXJ,conferencePaper,2022,"Rathore, Kapil Singh; Sricharan, V; Preejith, SP; Sivaprakasam, Mohanasankar",MRNet - A Deep Learning Based Multitasking Model for Respiration Rate Estimation in Practical Settings,2022 IEEE 10th International Conference on Serious Games and Applications for Health(SeGAH),,,10.1109/SEGAH54908.2022.9978572,,,2022,3/12/2025 0:43,3/12/2025 0:43,,6-Jan,,,,,,,,,,,,,,,,,,,,,,,,Analytical models; Deep learning; Uncertainty; Deep Learning; Estimation; Statistical analysis; Accelerometer; Breaths per minute (bpm); ECG; Multitasking; Probabilistic logic; Respiration Modulations
TRPE48QK,conferencePaper,2022,"Agriesti, Claudia; De Cinque, Maria Ida; Carloni, Filippo; Santambrogio, Marco Domenico",ROH-BOT: An IoT Wearable and Inclusive Health Device for Remote Patient Monitoring With Different Alarm Systems,2022 IEEE 7th Forum on Research and Technologies for Society and Industry Innovation (RTSI),,,10.1109/RTSI55261.2022.9905184,,,2022,3/12/2025 0:43,3/12/2025 0:43,,68-73,,,,,,,,,,,,,,,,,,,,,,,,BPM; Internet of Things (IoT); Technological innovation; Real-time systems; Pandemics; Hospitals; COVID-19; SpO2; Digitalization; Pulse Oximeter; Arduino; Democratization; Google Sheet; Inclusion; Kalman filter; Registers; ROH-BOT; Telegram; Telemedicine; Wireless-alarm
SZCESMP2,conferencePaper,2023,"Foures, Damien; Acher, Mathieu; Barais, Olivier; Combemale, Benoit; Jézéquel, Jean-Marc; Kienzle, Jörg",Experience in Specializing a Generic Realization Language for SPL Engineering at Airbus,2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS),,,10.1109/MODELS58315.2023.00035,,,2023,3/12/2025 0:43,3/12/2025 0:43,,319-330,,,,,,,,,,,,,,,,,,,,,,,,BPM; Semantics; Java; Prototypes; Atmospheric modeling; Syntactics; MDE; Model driven engineering; SPL; Unified modeling language
JEQY4DQ7,conferencePaper,2024,"Bocciarelli, Paolo; D’Ambrogio, Andrea","Simulation-Based Predictive Process Mining with eBPMN: Methods, Challenges and Opportunities",2024 Annual Modeling and Simulation Conference (ANNSIM),,,10.23919/ANNSIM61499.2024.10732041,,,2024,3/12/2025 0:43,3/12/2025 0:43,,14-Jan,,,,,,,,,,,,,,,,,,,,,,,,BPMN; BPM; Automation; business processes; Collaboration; Organizations; Predictive models; Process mining; simulation; eBPMN; Predictive analytics; predictive process mining; Xenon
EJYDLXRX,conferencePaper,2023,"Vemuri, Pavani; Poelmans, Stephan; Compagnucci, Ivan; Snoeck, Monique",Using Formative Assessment and Feedback to Train Novice Modelers in Business Process Modeling,2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),,,10.1109/MODELS-C59198.2023.00037,,,2023,3/12/2025 0:43,3/12/2025 0:43,,130-137,,,,,,,,,,,,,,,,,,,,,,,,Software; Analytical models; Process modeling; Education; Ontologies; Model driven engineering; Feedback on errors; Formative assessment; Formative feedback; Hybrid learning; Learning report; Teaching BPM
8F2HP7XI,conferencePaper,2024,"Kristina; Shiddiqi, Ary Mazharuddin; Siahaan, Daniel",Business Process Model Diagram Similarity Measurement Using Pairwise Comparison,2024 23rd International Symposium on Communications and Information Technologies (ISCIT),,,10.1109/ISCIT63075.2024.10793688,,,2024,3/12/2025 0:43,3/12/2025 0:43,,47-52,,,,,,,,,,,,,,,,,,,,,,,,Business; Analytical models; Semantics; Vectors; BPM similarity; Information and communication technology; Metadata; pairwise comparison; property; relation; semantic; structural; Weight measurement
523EQH9U,conferencePaper,2024,"Iqbal Prastyo, Mohammad Fariza; Zaeni, Ilham A.E.; Agung Sucipto, Putra Wisnu; Pratama, Aryansyah",Design of Wearable Device as a Fatigue Detector in Sports Activities Based on the Internet of Things,2024 FORTEI-International Conference on Electrical Engineering (FORTEI-ICEE),,,10.1109/FORTEI-ICEE64706.2024.10824421,,,2024,3/12/2025 0:43,3/12/2025 0:43,,259-263,,,,,,,,,,,,,,,,,,,,,,,,BPM; Internet of Things; Performance evaluation; Monitoring; Reliability; Accuracy; Safety; Heart rate; Fatigue; Biomedical monitoring; Karvonen Method; Sports; Wearable Device; Wearable devices
UWSIX3I8,conferencePaper,2023,"Al-Shakarchi, Ali H.; Mostafa, Salama A.; Saringat, Mohd Zainuri; Mohammed, Dheyaa Abdulameer; Khaleefah, Shihab Hamad; Jaber, Mustafa Musa",A Data Mining Approach for Analysis of Telco Customer Churn,2023 Al-Sadiq International Conference on Communication and Information Technology (AICCIT),,,10.1109/AICCIT57614.2023.10218161,,,2023,3/12/2025 0:43,3/12/2025 0:43,,23-27,,,,,,,,,,,,,,,,,,,,,,,,Companies; Industries; Machine learning; classification; and Logistic Regression (LR); Averaged Perceptron (AP); Bayes Point Machine (BPM); Decision Forest (DF); Forestry; Logistic regression; Machine learning algorithms; Telco customer churn; Telephone sets
A8RUZJT7,conferencePaper,2023,"Hoogendoorn, Tjalling; Arachchige, Jeewanie Jayasinghe; Bukhsh, Faiza A.",Survey of Explainability within Process Mining: A case study of BPI challenge 2020,2023 International Conference on Frontiers of Information Technology (FIT),,,10.1109/FIT60620.2023.00018,,,2023,3/12/2025 0:43,3/12/2025 0:43,,43-48,,,,,,,,,,,,,,,,,,,,,,,,Business process management; Process Mining; Business; Analytical models; Market research; Decision making; Data mining; Data Science; Explainability; Explainable AI; Transparency
896MBA2Q,conferencePaper,2022,"Kamala, B.; Latha, B.",Process Mining and Deep Neural Network approach for the Prediction of Business Process Outcome,"2022 International Conference on Communication, Computing and Internet of Things (IC3IoT)",,,10.1109/IC3IOT53935.2022.9767941,,,2022,3/12/2025 0:43,3/12/2025 0:43,,4-Jan,,,,,,,,,,,,,,,,,,,,,,,,Process Mining; Analytical models; Neural networks; Deep learning; Predictive models; Data mining; Business Process; CNN; Deep neural networks; long short-term memory; Telecommunication computing; Time series analysis
QIL87Z7A,conferencePaper,2022,"Bouroumi, Jamal EL; Guermah, Hatim; Nassar, Mahmoud",Business process Execution: a contextual approach,2022 International Conference on Artificial Intelligence of Things (ICAIoT),,,10.1109/ICAIoT57170.2022.10121836,,,2022,3/12/2025 0:43,3/12/2025 0:43,,5-Jan,,,,,,,,,,,,,,,,,,,,,,,,Business process management; Business; Companies; Process modeling; Internet of Things; Artificial intelligence; Business process execution; Business process modeling; component; Context; Context-awareness
EV59L34Q,conferencePaper,2022,"Dissanayake, Isuru; Thelijjagoda, Samantha",Impact of Critical Success Factors in Oracle EBS Enterprise Resource Planning Post Go Live Implementation:A Case Study on SriLankan Airlines,"2022 International Conference on Computing, Communication and Power Technology (IC3P)",,,10.1109/IC3P52835.2022.00064,,,2022,3/12/2025 0:43,3/12/2025 0:43,,268-272,,,,,,,,,,,,,,,,,,,,,,,,Business process management; Organizations; Decision making; Training; Recording; Enterprise resource planning; Statistical analysis; Critical Success Factors; Enterprise Resource Planning; Oracle EBS; Post Go Live Implementation
6YN9Q7UV,conferencePaper,2024,"Darmayanti, Nungki Dian Sulistyo; Nastiti, Arti Dian; Karsanti, Hayuning Titi",Transactional Business Process Redesign of Procurement Planning System using Heuristic Method,2024 2nd International Conference on Software Engineering and Information Technology (ICoSEIT),,,10.1109/ICoSEIT60086.2024.10497473,,,2024,3/12/2025 0:43,3/12/2025 0:43,,192-197,,,,,,,,,,,,,,,,,,,,,,,,Business process management; Standards organizations; Process monitoring; Time measurement; Procurement; Statistical analysis; business process redesign; cycle time efficiency; heuristic method; Planning; procurement planning system; transactional business process
TA34P4XC,conferencePaper,2023,"Yang, Na; Chen, Mingxiu",Design and Application of Big Data Technology Management for the Analysis System of High Speed Railway Operation Safety Rules,2023 IEEE International Conference on Integrated Circuits and Communication Systems (ICICACS),,,10.1109/ICICACS57338.2023.10100171,,,2023,3/12/2025 0:43,3/12/2025 0:43,,6-Jan,,,,,,,,,,,,,,,,,,,,,,,,Analytical models; Feature extraction; Industries; Transportation; Machine learning; Machine learning algorithms; analysis systems; big data technology management; high speed rail operations; safety laws; Safety management
95T3VKAU,conferencePaper,2023,"Niculescu, Virginia; Osman, Cristina-Claudia; Chisăliţă-Creţu, Camelia; Sterca, Adrian",Business Process Representation Analysis in the RPA Context,"2023 IEEE 47th Annual Computers, Software, and Applications Conference (COMPSAC)",,,10.1109/COMPSAC57700.2023.00247,,,2023,3/12/2025 0:43,3/12/2025 0:43,,1600-1606,,,,,,,,,,,,,,,,,,,,,,,,BPMN; Business process management; RPA; robotic process automation; Analytical models; Standards; Intelligent automation; Robots; business process representation; Software measurement; Software quality
4VHDS6SA,conferencePaper,2022,"Sharma, Ranjana; Bharadwaj, Shambhu; Dutt, Sarthika; Tomar, Mayank",Robotic Advancements in Business Process Automation using Artificial Intelligence: An Investigative Study,2022 11th International Conference on System Modeling & Advancement in Research Trends (SMART),,,10.1109/SMART55829.2022.10046772,,,2022,3/12/2025 0:43,3/12/2025 0:43,,1141-1143,,,,,,,,,,,,,,,,,,,,,,,,Systematics; Industries; Market research; Intelligent automation; BPA (Business Process Automation); Computers; Employment; Robot kinematics; RPA (Robotic Process Automation); RPA and AI; Service robots; SLR
TZFLFKCK,conferencePaper,2022,"Shaikh, Rizwana",Blockchain Based Cloud Storage of Patients Health Records,2022 IEEE Delhi Section Conference (DELCON),,,10.1109/DELCON54057.2022.9753574,,,2022,3/12/2025 0:43,3/12/2025 0:43,,5-Jan,,,,,,,,,,,,,,,,,,,,,,,,Cloud computing; Cloud Computing; Blockchains; Smart contracts; Technological innovation; Sensitivity; Stability analysis; BlockChain; Data Classification; Encryption; Patients/ Electronic Health Record (PHR / EHR); Security of medical health record
9TMN7XBZ,conferencePaper,2024,"Hammami, Jihed; Khemaja, Maha; Sierra-Rodríguez, José-Luis","An Interdisciplinary Model-Driven Approach for Flipped Learning Design and Enactment Integrating Gamification, Agile, BPMN, IoT, and AI",2024 IEEE/ACS 21st International Conference on Computer Systems and Applications (AICCSA),,,10.1109/AICCSA63423.2024.10912581,,,2024,3/12/2025 0:43,3/12/2025 0:43,,2-Jan,,,,,,,,,,,,,,,,,,,,,,,,BPMN; Business process management; Computational modeling; Adaptation models; Internet of Things; Accuracy; Artificial intelligence; Real-time systems; Data analysis; Authoring systems; Authoring tool; Flipped learning scenario design; Gamification; Interconnected devices; Learning Design
ZATTR8IH,conferencePaper,2024,"ElZefzafy, Hend; Sedki, Ali; Mohamed, Hamdy; Ibrahim, Wafeek Mohamed",Management Decision of Using Building Information Modeling in Recent Residential Construction Projects in Bahrain,2024 International Conference on Decision Aid Sciences and Applications (DASA),,,10.1109/DASA63652.2024.10836468,,,2024,3/12/2025 0:43,3/12/2025 0:43,,5-Jan,,,,,,,,,,,,,,,,,,,,,,,,Companies; Productivity; Collaboration; Profitability; Stakeholders; Sustainable development; Buildings; Maintenance; Personnel; Bahrain; BIM; management; Projects; Residential; Three-dimensional displays
WXGH2ZDA,conferencePaper,2022,"Chervenkov, Trifon; Pavlov, Stoyan; Marinov, Damyan; Hristov, Hristo; Momcheva, Galina",Application of process mining approach to the developmental process of the roundworm C. elegans,2021 International Conference on Biomedical Innovations and Applications (BIA),,,10.1109/BIA52594.2022.9831332,,,2022,3/12/2025 0:43,3/12/2025 0:43,,51-53,,,1,,,,,,,,,,,,,,,,,,,,,Computational modeling; Biological system modeling; Technological innovation; Data models; process mining; process modelling; Transforms; event log; Biological processes; Data science; developmental biology
SL99T3VY,conferencePaper,2023,"Ashourian, Somayeh; Ajoudanian, Shohreh",Automatic Analysis of Inconsistencies in Inter-Enterprise Business Processes: Introducing a Formal Adaptation Patterns Catalog,2023 14th International Conference on Information and Knowledge Technology (IKT),,,10.1109/IKT62039.2023.10433043,,,2023,3/12/2025 0:43,3/12/2025 0:43,,13-17,,,,,,,,,,,,,,,,,,,,,,,,Business process management; Analytical models; Adaptation models; Organizations; adaptation patterns; Alloy modelling language; automatic analysis; business processes inconsistency; Context modeling; Enterprise architecture; Filling; inter-enterprise cooperation; Metals
SMDC5UB2,conferencePaper,2024,"Pirani, Massimiliano; Cucchiarelli, Alessandro; Spalazzi, Luca","A Role of RMAS, Blockchain, and Zero-Knowledge Proof in Sustainable Supply Chains",IECON 2024 - 50th Annual Conference of the IEEE Industrial Electronics Society,,,10.1109/IECON55916.2024.10905212,,,2024,3/12/2025 0:43,3/12/2025 0:43,,4-Jan,,,,,,,,,,,,,,,,,,,,,,,,Computer architecture; Blockchains; Security; Engines; Sustainable development; Supply chains; Protection; Active databases; and protection; Centralization/decentralization; Distributed computing; Flexible Business Process Integration; Human-centered computing; IEC Standards; Industrial electronics; Information exchange; integrity
D69E7HMD,journalArticle,2022,"Yang, Benyuan; Hu, Hesuan",Dynamic Implementation of Security Requirements in Business Processes,IEEE Transactions on Dependable and Secure Computing,,,10.1109/TDSC.2020.3012729,,,2022,3/12/2025 0:43,3/12/2025 0:54,,1352-1363,,2,19,,,,,,,,,,,,,,,,,,,,,Task analysis; Business process; Real-time systems; Access control; Petri nets; Model checking; petri nets; role-based access control; security requirement; separation of duty constraints
JMYUJCMP,journalArticle,2022,"Lin, Leilei; Wen, Lijie; Lin, Li; Pei, Jisheng; Yang, Hedong",LCDD: Detecting Business Process Drifts Based on Local Completeness,IEEE Transactions on Services Computing,,,10.1109/TSC.2020.3032787,,,2022,3/12/2025 0:43,3/12/2025 0:54,,2086-2099,,4,15,,,,,,,,,,,,,,,,,,,,,Process modeling; Task analysis; Feature extraction; Data mining; Process mining; change detection; concept drift; direct succession; log completeness; Microsoft Windows; Steady-state
